"ProbeID","All_Effect_Random","UCSC_RefGene_Names"
"cg08477332",0.00743785060950311,"S100A14"
"cg15158783",-0.00743682294117331,"PF4"
"cg24065451",0.00743657281466649,"ETS1"
"cg10975863",0.00743654920155331,"RAD51L1"
"cg07805029",-0.00743594769700895,"GFI1"
"cg23725454",-0.00743575830263571,"GSTP1"
"cg07764473",-0.00743440658143289,"BCOR"
"cg09182455",0.00743388034642791,"CORO1C"
"cg19556774",0.00743358069467687,"SLC2A14"
"cg03884592",-0.00743296935426228,"HIVEP3"
"cg04211807",-0.0074329248890662,"ZCCHC13"
"cg01289544",-0.00743274300350557,"SUPT7L"
"cg10009497",-0.00743229233308201,"C7orf50"
"cg01256539",-0.00743224379305467,"PRR16"
"cg17764549",-0.00743196606775897,"PTPRN2"
"cg10930513",-0.00743187810130957,"CD163L1"
"cg15025240",0.00743173111749505,"C2orf65"
"cg26943731",0.00743145005400364,"RPH3AL"
"cg22024931",-0.00742961083214595,"SMN1"
"cg12812068",0.00742946922593906,"KNCN"
"cg20433858",0.00742890617405276,"OR2L13"
"cg03331035",0.00742883135471765,"MIR30B"
"cg15819333",0.00742796977568445,"COX4NB"
"cg21931717",-0.00742721280796966,"SDHAP3"
"cg08404225",0.00742693088188554,"IL5RA"
"cg00572387",0.00742680623809016,"SIRPB2"
"cg20176989",-0.00742677395981553,"KIR3DL2"
"cg06311934",-0.00742548057716713,"KCNQ2"
"cg11924517",0.00742533164070872,"IL17A"
"cg03842440",0.00742506609689826,"PDZRN4"
"cg05468584",0.00742493012725211,"MIR202"
"cg14237301",0.00742488803355432,"APOB48R"
"cg26422488",0.00742334767848393,"MYO10"
"cg04324615",0.00742236690447116,"FBLN7"
"cg08200621",0.00742124718781161,"OR4D2"
"cg13051865",-0.00742010890141908,"RGPD3"
"cg11991566",0.00741970611631774,"SPO11"
"cg03352173",0.00741965790715279,"SLC9A10"
"cg19691659",0.00741917575990373,"NRXN2"
"cg22410499",-0.00741900000328534,"PRSS3"
"cg05486260",0.00741811007394144,"FAM135B"
"cg18319852",0.0074180842250008,"KIF25"
"cg02498063",0.00741739457507676,"CCDC60"
"cg12626076",0.00741667747461781,"SLCO3A1"
"cg18302606",-0.00741631445150036,"PLEKHG2"
"cg06547849",-0.00741483226342638,"DSCAML1"
"cg09326204",0.00741426685216705,"CASR"
"cg05816006",-0.00741288361224227,"TSEN15"
"cg02366798",-0.00741226164665715,"HOXA13"
"cg03345668",-0.00741150246513598,"MOBKL2C"
"cg21402921",0.00741132947536457,"GABRA5"
"cg11526630",0.00741109418767948,"RADIL"
"cg22648282",-0.00741081261682437,"C17orf51"
"cg27546840",0.00741055008335183,"LOC732275"
"cg00379619",-0.00741044895870106,"UNC13A"
"cg27337894",-0.00740972044699783,"TCF7L1"
"cg24935409",0.00740922667467554,"PTPRN2"
"cg12210543",0.00740808241790585,"ZNF844"
"cg04085571",0.00740749726585457,"LSP1"
"cg22950899",0.00740629702116246,"PTPRS"
"cg06626404",0.00740530609553165,"BEGAIN"
"cg13687497",0.00740395751495061,"RXRA"
"cg26136776",0.00740375657511015,"KLF1"
"cg26204448",-0.00740369149890989,"MAD1L1"
"cg15865827",0.00740362855664247,"PSMA8"
"cg13790603",0.00740298015521649,"THRB"
"cg16674514",0.00740254103578115,"LSM12"
"cg24118856",-0.00740246778593031,"PPAN-P2RY11"
"cg11284411",0.00740245425125185,"KCNIP1"
"cg16691087",0.00740245264329366,"C20orf26"
"cg12771717",-0.00740200983976865,"HCG27"
"cg09747445",-0.00740025442736663,"TLE3"
"cg17425069",0.00739951739207828,"ACTR3C"
"cg08105529",-0.00739943960868884,"HFM1"
"cg08610228",-0.00739921307002775,"ITIH5"
"cg27583102",-0.00739858092046126,"KLK5"
"cg12649038",-0.00739850491704803,"ABLIM1"
"cg03915559",0.0073979954878054,"LGI1"
"cg25044524",0.00739759088871749,"CYTSB"
"cg22642909",-0.00739654267058475,"PCDHA6"
"cg22405122",-0.00739640080074675,"LOC729384"
"cg26650951",-0.00739584026492149,"ISL1"
"cg19480198",0.00739480552460928,"COMP"
"cg01150943",0.0073942373425535,"COL25A1"
"cg10957001",0.00739299535938711,"APAF1"
"cg08141518",0.00739271820687034,"MIR424"
"cg08756033",0.00739246713094704,"C13orf33"
"cg01061553",0.0073894362646766,"GPN3"
"cg14945287",-0.0073878681758406,"ZNF410"
"cg10259111",0.00738741804121853,"GNG2"
"cg05542101",0.00738735211775718,"MACC1"
"cg03379552",-0.00738555622367096,"CRTAC1"
"cg26909813",-0.00738528828417171,"RPRML"
"cg10123514",-0.00738526797837706,"HLA-DMB"
"cg06279296",-0.00738311628704228,"DIP2C"
"cg11925729",-0.00738250989455689,"PCDHB16"
"cg08231696",0.0073814303675588,"CLCNKA"
"cg26953232",-0.00737996267307941,"BRD2"
"cg00589617",-0.00737962343343779,"GALNT2"
"cg14201467",-0.00737956977579641,"CADM1"
"cg03716852",-0.00737936319791879,"TRPM4"
"cg16660091",0.00737908895085045,"CETP"
"cg03783663",-0.00737897414285531,"KLHL1"
"cg10061361",0.00737870972416909,"TNIP3"
"cg11127915",0.00737845776349609,"NFIX"
"cg21144650",-0.00737830853667009,"HFM1"
"cg00364956",0.00737798430876245,"SLFN13"
"cg17407324",-0.00737774070733496,"ZNF615"
"cg20728490",-0.00737648222835087,"DNTT"
"cg13904006",0.00737646919966675,"SH3BP4"
"cg04717802",0.00737610726449583,"WBP2NL"
"cg06768361",0.00737557681280098,"TESC"
"cg06302877",-0.00737513133914288,"SP6"
"cg05868365",-0.0073751088041336,"TMEM184A"
"cg02275016",0.00737487977009384,"FRMPD4"
"cg15450966",0.00737390970741848,"DOK7"
"cg17042243",-0.00737285593168619,"HRNBP3"
"cg18103394",-0.00737192766725924,"SYN1"
"cg09852871",0.00737068016015375,"WDR24"
"cg04402371",-0.00736967922183607,"PCYT1B"
"cg17202053",0.00736914169564753,"ASAP1"
"cg15940337",-0.0073689065088198,"FLJ43860"
"cg17552759",0.00736874908538121,"CASP4"
"cg02711665",-0.00736874150056355,"FDFT1"
"cg09339156",0.00736861171101947,"CCDC42B"
"cg17316747",0.00736772921943203,"DIRC3"
"cg10818896",-0.00736771247021123,"C6orf10"
"cg04299274",0.00736694565783951,"KSR1"
"cg24079051",0.00736682527320249,"LOC643387"
"cg00332305",-0.00736551033799821,"TIAM2"
"cg04699227",-0.00736339896230052,"CD44"
"cg03469514",0.00736262362520005,"UBE2DNL"
"cg16274678",-0.00736179397165214,"TPM3"
"cg26472802",0.00736055257114459,"AIRE"
"cg17569842",-0.00736046899774859,"RGS12"
"cg02198513",0.00735968006517888,"TMEM156"
"cg14157435",0.00735949329792913,"NRP2"
"cg12269535",-0.00735815013121701,"SRF"
"cg05636881",-0.00735789300105604,"INA"
"cg25141611",-0.00735787937977482,"ATP11A"
"cg05439665",-0.00735615229928445,"MCF2L"
"cg15287541",-0.00735406983036137,"NCRNA00171"
"cg00139477",0.00735371950774727,"ST8SIA4"
"cg26608718",0.00735371906885564,"AKAP8L"
"cg05528999",-0.00735308707102532,"INTS4"
"cg06400319",0.00735296051743075,"SPRR2B"
"cg15084803",-0.00735269064320821,"CHCHD4"
"cg15221739",0.00735243023456303,"GPR98"
"cg25356886",-0.00735213342908545,"CRYGD"
"cg24054898",0.00735178395955873,"GYG1"
"cg04767753",-0.00735073836018521,"PSMG4"
"cg06059616",-0.0073506192280717,"RSPO2"
"cg26840970",0.00735052400411992,"ZNF19"
"cg00541638",-0.00735050420320155,"USP7"
"cg23683497",0.00734947201709535,"CHIT1"
"cg13570656",0.00734945196690305,"CYP1A1"
"cg24862743",0.0073485685476569,"DIRAS1"
"cg05081263",-0.00734682072234653,"CARKD"
"cg27483007",-0.00734655286823363,"GALNT9"
"cg05460226",-0.00734633276562902,"PIK3R5"
"cg06939402",0.00734574042285325,"RASA3"
"cg07856975",-0.0073449664384401,"ETV7"
"cg24309769",0.0073448148568503,"A2ML1"
"cg24354208",0.00734474803035969,"FFAR1"
"cg05940452",-0.00734455465717251,"FOXR1"
"cg00070715",-0.00734388480347255,"TMEM173"
"cg22335228",0.0073436060301316,"ZBTB46"
"cg00601042",0.00734228961491824,"GALNT9"
"cg01948217",0.00734045101400181,"BPI"
"cg19969650",0.00733811508397149,"LOC728613"
"cg08752433",0.00733740069999892,"PPTC7"
"cg21629528",-0.00733721120932319,"MEST"
"cg22657059",-0.00733501493174163,"PCDHB8"
"cg12048225",-0.00733443650417813,"PSMB8"
"cg03904220",0.00733357612571063,"ACCN4"
"cg12170649",-0.00733300653794333,"APPL2"
"cg16734913",0.00733293545014794,"OR5W2"
"cg02690571",0.00733277484386521,"OR10H2"
"cg20689730",0.00733205485748069,"MIR1306"
"cg13029400",0.00733039305579411,"ZBTB38"
"cg06128881",-0.00733019210849742,"SLC9A7"
"cg15108641",0.00733004820066916,"UBTD1"
"cg00014104",-0.00732940582377074,"MAPK1"
"cg24661236",0.00732927169242889,"PI16"
"cg14915290",-0.00732875901234078,"OR7E37P"
"cg16806041",-0.00732853288958152,"FHIT"
"cg00300879",-0.00732797541867712,"CNKSR1"
"cg19978550",0.00732743952311638,"ACVR1C"
"cg20304727",0.00732694282166691,"NPTX2"
"cg20006618",0.00732527865596483,"SORBS2"
"cg10176692",-0.00732490822345541,"OR4B1"
"cg06249604",0.00732480186058328,"RNF39"
"cg03718416",-0.00732401564836839,"EPS8"
"cg14001161",0.00732381696312554,"POLA1"
"cg00543073",-0.00732364058268442,"BCL11A"
"cg24188163",0.0073226962286637,"IDO1"
"cg23630423",0.00732231290982164,"RTN4RL1"
"cg23865240",-0.00732202496363422,"HOXA1"
"cg14217861",-0.00732186566208788,"NOTCH1"
"cg20288565",-0.00732138782990693,"GNG4"
"cg24691964",0.00732105016139512,"CD84"
"cg10934807",0.00731859004905297,"RGPD8"
"cg02380135",-0.00731832859461489,"KIF5C"
"cg02652202",-0.00731672038793846,"GNB5"
"cg10154826",0.0073156236154022,"FAM8A1"
"cg26312951",0.00731532386671937,"MX1"
"cg20160127",0.00731443739786252,"ZNF273"
"cg14773235",0.00731390870285622,"KLK15"
"cg26543333",0.00731285754221552,"NFIC"
"cg17929630",0.00731151107620778,"RNF39"
"cg00525833",-0.00731030784871428,"LOC284551"
"cg01882566",0.00730934750290287,"RPGR"
"cg00519069",0.0073083909034479,"CD97"
"cg17413460",0.00730748814441558,"HAL"
"cg04615859",0.00730662445136514,"CYB5D1"
"cg13356896",-0.00730568216149703,"BOLL"
"cg26109510",-0.00730564168179644,"C2orf42"
"cg08940169",0.00730447309055618,"ZFPM1"
"cg09278107",-0.0073041413415449,"PACS2"
"cg25690897",-0.00730400296848561,"CCDC105"
"cg00407537",-0.00730320991720207,"GPR114"
"cg22515654",-0.00730316611128465,"PEX14"
"cg24828620",0.00730314690819533,"ZPBP"
"cg18631330",-0.00730235758366349,"MYADML2"
"cg08886301",0.00730192263196606,"KIF26B"
"cg06546677",0.00730088392463559,"HSF1"
"cg03422944",-0.00729947288519792,"NEURL"
"cg11857140",0.00729913457370325,"KIRREL3"
"cg18367631",0.00729892645817509,"PRKAR1B"
"cg09488502",-0.00729878190156539,"SIGLEC5"
"cg15037004",0.00729817227165712,"ZNF366"
"cg06088084",-0.00729523068453783,"BMS1P1"
"cg23234756",-0.00729518456343,"FOXP1"
"cg16718760",0.00729497489105873,"ERC2"
"cg03315662",0.00729440866059357,"PHKG2"
"cg18666249",0.00729367639996894,"FOXN3"
"cg20082779",0.00729336800166347,"PAX4"
"cg05243389",0.00729299093603082,"MYEF2"
"cg06895913",-0.00729252112670161,"PDE4D"
"cg10522818",0.00729231315574774,"OTOP1"
"cg15277914",0.00729158388603999,"DHX36"
"cg13265003",0.00729098816179981,"SLC37A1"
"cg24266485",-0.00729056963162033,"HLA-DPB2"
"cg18906596",0.00729007600984194,"ANKFY1"
"cg03545620",0.00728904631984943,"RPS6KA1"
"cg18720486",-0.00728746359397131,"SHQ1"
"cg00897863",-0.00728678816646372,"LRRC37B"
"cg14827740",-0.0072848891840791,"ACCN1"
"cg00314276",-0.00728385709998817,"DPY19L2P1"
"cg17351439",0.00728340559476963,"GPC6"
"cg15659974",-0.00728316336771634,"SLC6A14"
"cg05401945",0.00728314855055917,"CCDC66"
"cg26655361",0.00728307770940512,"ZNF323"
"cg01987925",-0.00728296349969152,"PPP2R2B"
"cg11104088",-0.0072821152687023,"TAF3"
"cg10425698",-0.00728203049887961,"CFDP1"
"cg05075545",0.00728192831583327,"ANKRD24"
"cg17971251",0.00728170472464057,"SEC16B"
"cg02531227",-0.0072811319026981,"GLT1D1"
"cg13470112",-0.00728022115179812,"CROCCL1"
"cg23532828",-0.00727935044800393,"VSTM1"
"cg11614809",0.00727905976034544,"NDP"
"cg18979623",-0.00727670685312792,"ZBTB46"
"cg02228675",-0.00727637967838924,"DHX58"
"cg18603538",0.00727601832792027,"LEP"
"cg05915794",-0.00727534435116614,"HRNBP3"
"cg20821082",0.00727501511728783,"PRR23B"
"cg02678768",-0.00727455096607745,"EVPL"
"cg04218022",-0.00727350287183606,"ATP10A"
"cg04254540",0.00727263849675575,"KIAA0174"
"cg04748098",-0.00727239916577691,"ZNF578"
"cg25073051",-0.0072721874493013,"DLGAP1"
"cg12832565",0.0072721858232511,"CD160"
"cg04458159",-0.00727161288473614,"HLA-H"
"cg17923401",0.00727135055034352,"SIGLEC7"
"cg26985711",0.00727020877169344,"DCN"
"cg00335744",0.00726935679557664,"ELL2"
"cg09548084",0.00726901839721205,"SLC35B3"
"cg05595301",0.00726750247682297,"PLEC1"
"cg16531386",0.00726701630784703,"ODZ2"
"cg01860821",0.00726641529151234,"ZXDB"
"cg18342964",0.00726640212213624,"C6orf114"
"cg08593009",0.00726481225807959,"SERPINA9"
"cg12154538",0.0072644993528845,"NCOR2"
"cg03773647",-0.00726447139731323,"YPEL4"
"cg05072552",0.00726447097562696,"CFL1"
"cg10753966",-0.00726208641948306,"ERC2"
"cg17316649",0.00726167514816298,"HLA-DRB1"
"cg13872712",0.00726109447460681,"JAK2"
"cg18224942",-0.00726058759893626,"SCNN1D"
"cg00171459",-0.00726042615968202,"FBXL18"
"cg26727768",-0.00726016709860032,"LOC145845"
"cg12223004",-0.00725942342524938,"CACNA2D3"
"cg02224002",-0.00725899957701426,"RNF166"
"cg15895398",0.00725847637093026,"MEGF6"
"cg01059398",-0.00725834757729219,"TNFSF10"
"cg03936135",-0.00725711242270076,"LOC732275"
"cg06678242",0.00725671202675074,"RGMA"
"cg18980410",-0.00725616808561591,"ARID5B"
"cg11030744",-0.00725575587543576,"GHRL"
"cg09581226",0.00725558602632219,"PCDHGA4"
"cg09953945",0.00725511285409886,"GPR50"
"cg26076905",0.0072550620852041,"PIK3R1"
"cg00839584",0.00725483864858806,"IL1A"
"cg21005240",0.00725475823794814,"KIAA0528"
"cg12196294",-0.00725422938242736,"TMCC1"
"cg14972889",0.00725403328998439,"DCAF12L1"
"cg07766803",-0.00725395384249108,"IRX2"
"cg04206284",-0.00725370012931652,"ZNF107"
"cg13435792",0.00725350144930255,"ERP27"
"cg00263146",0.00725336370388016,"BASP1"
"cg08854987",0.00725068898715295,"PCDHGA4"
"cg07055143",0.00725048996865895,"MAGEH1"
"cg02157872",-0.00724896433809772,"SYT17"
"cg08886482",-0.0072489369343181,"TMEM201"
"cg12483005",-0.00724871231800583,"LUZP1"
"cg22862003",0.00724863306423989,"MX1"
"cg09881842",0.00724799919773489,"C20orf26"
"cg00052482",0.00724757145615704,"PSMD4"
"cg16308533",-0.00724715048513693,"CNTNAP1"
"cg20049309",-0.0072455414890864,"ZNF92"
"cg24951137",0.00724544106129752,"C20orf26"
"cg03187614",-0.00724540888146693,"TRIM10"
"cg04949632",-0.00724534351149666,"KSR2"
"cg16587616",0.0072444677820682,"KHDRBS2"
"cg22068747",-0.00724438702005411,"CYP4F22"
"cg04305808",-0.00724436779568439,"ZKSCAN1"
"cg25765464",-0.00724364588522663,"ZNF536"
"cg24147187",0.00724319592030926,"VSTM2L"
"cg26647135",0.00724296882770724,"PILRB"
"cg07059360",0.00724120818954083,"POLR3D"
"cg25951256",0.00724094822547633,"HSD17B7P2"
"cg23985374",-0.0072406406013618,"PCDHA6"
"cg21036593",-0.00724015645461863,"GPR50"
"cg11403739",-0.00724008184599635,"CYFIP1"
"cg12101586",0.00723962602945833,"CYP1A1"
"cg05927789",-0.00723881467859828,"TTC7A"
"cg20967585",-0.00723845501806277,"HTR5A"
"cg00652223",0.0072382099107717,"SCNN1G"
"cg13823936",-0.00723812735931264,"SPOPL"
"cg21005218",-0.00723728362036547,"SORCS2"
"cg04963199",0.00723695477772788,"SLC7A5"
"cg07497907",-0.00723672089645769,"ADAMTS18"
"cg16675581",0.00723510829865474,"AKR7A2"
"cg19869037",0.00723410916793937,"DSE"
"cg20825710",-0.00723353999255019,"HCCA2"
"cg19993440",-0.00723338353501505,"PTPN20B"
"cg15973594",-0.00723220824688262,"HCG9"
"cg09160589",-0.00723197009410008,"LITAF"
"cg03381359",0.00722978662699413,"ABCC2"
"cg03904042",-0.0072291103340866,"NECAB3"
"cg16362140",0.00722868229549761,"DAP"
"cg18819889",0.00722800328935539,"CDH4"
"cg19250304",0.00722751414899991,"PITRM1"
"cg11083511",-0.00722706428997596,"TBCD"
"cg16316162",0.00722359630633682,"NAPRT1"
"cg12977942",0.00722346182830984,"FLJ42709"
"cg15717617",-0.00722293142164797,"PLEKHA2"
"cg07227024",-0.00722286807115206,"ALS2CR12"
"cg22680252",0.00722129419711347,"MFHAS1"
"cg19618706",-0.00722113609007483,"BGN"
"cg12664173",0.00722088388568005,"PFKFB3"
"cg03592051",0.00722018743894079,"GSG1L"
"cg02882979",0.00721945594777427,"MIR487B"
"cg02019508",0.00721922333888672,"ATF7"
"cg04134399",-0.00721882067481291,"SMYD3"
"cg08431931",0.00721864946953399,"WBP2NL"
"cg11552903",0.00721809816007369,"GPR39"
"cg05015938",-0.00721803896703369,"FNDC1"
"cg11566441",0.00721726084281457,"DIXDC1"
"cg24255159",-0.00721694506108214,"S100A7A"
"cg21386647",-0.00721673780843317,"SRGAP3"
"cg26810966",-0.00721643574670301,"LOC728989"
"cg06639320",-0.00721623177053079,"FHL2"
"cg12474013",-0.00721585830314234,"HLA-DPB2"
"cg00700487",0.00721564401634708,"NOS3"
"cg27631597",-0.00721493201915922,"IQGAP2"
"cg06010659",0.00721327367648853,"LOC728613"
"cg24074253",-0.00721275362129548,"TRIP11"
"cg10587183",0.0072123426036006,"MAB21L1"
"cg04902364",0.00721180752848092,"LOC286016"
"cg09955645",-0.007211692567556,"DIP2C"
"cg03345925",-0.00721102423148363,"ZC3H3"
"cg08360726",0.00720978289099029,"PLD3"
"cg04205715",0.00720849974741157,"GJA4"
"cg25535652",-0.00720808038386041,"EPHA7"
"cg08309069",-0.00720807070583387,"HLA-C"
"cg27019717",-0.00720560297818994,"GNG2"
"cg00287122",0.00720422536281932,"RAB19"
"cg23505890",0.00720422444829077,"MUPCDH"
"cg11275630",-0.00720212338412261,"SLC8A2"
"cg00576936",-0.00720210466588504,"MEGF11"
"cg09423413",0.00720197139422119,"TRIM40"
"cg06138173",0.00720189928410778,"CTPS2"
"cg15477144",0.00720158616176807,"FAM118A"
"cg26709300",-0.00720133991075386,"YPEL3"
"cg15731001",0.00720127984732655,"SLC6A8"
"cg06271387",0.00720079082484192,"A2BP1"
"cg06200634",-0.00720049050953551,"H2AFX"
"cg10735015",0.00720046971348893,"PHACTR2"
"cg09249173",-0.00720038369501991,"TMEM51"
"cg11691429",-0.00719999051352696,"SNTG2"
"cg21543270",-0.00719921473267577,"PACS2"
"cg02396914",-0.00719894310097987,"TAF2"
"cg05119988",-0.00719874847604233,"SC4MOL"
"cg03480346",0.00719691527236186,"MFSD2B"
"cg11003133",0.00719650756812409,"AIM2"
"cg03150409",-0.00719620457062407,"WHSC1"
"cg18456549",0.00719565890625886,"FAM70A"
"cg24774182",-0.00719548301060007,"CXADRP2"
"cg15901783",0.00719547222611709,"KCTD12"
"cg07364240",0.00719288035911807,"LRRC33"
"cg00039463",0.00719254080353132,"CREBBP"
"cg11621113",-0.00719197300908297,"MORG1"
"cg11931596",0.00719151607006778,"IL7"
"cg19623624",-0.00719104888489628,"LOC619207"
"cg18172802",-0.00719100893424801,"UGGT1"
"cg07678010",0.00719065765871805,"MIR1827"
"cg21814870",-0.00718997206946129,"LPHN3"
"cg26789068",-0.00718964940137471,"SNORD115-9"
"cg03955764",-0.00718949462388079,"LOC100133308"
"cg03277950",0.00718932621407125,"BPIL1"
"cg00489772",-0.0071893108630661,"KIAA0562"
"cg02093168",-0.00718795853508209,"HCCA2"
"cg12871652",0.00718726977539547,"NAV3"
"cg17613924",0.00718671404188144,"HRNBP3"
"cg19011552",0.00718596990327473,"MIR514-2"
"cg09696385",0.00718585382053211,"SND1"
"cg16975981",-0.00718495517381452,"PAGE5"
"cg01965874",0.00718391023413793,"PAX7"
"cg25150440",-0.00718298224483053,"CHRM2"
"cg21416544",0.00718241088860021,"A2ML1"
"cg18568930",0.00718238162407577,"IGLON5"
"cg08017634",0.0071823744681617,"NAPRT1"
"cg07703654",-0.00718086355180769,"GOLSYN"
"cg00075467",0.00718030000951417,"TAF1B"
"cg12833451",-0.00718016743962264,"CLASP2"
"cg08670281",0.00717772592770815,"CYP4F11"
"cg26330577",-0.00717690457091164,"MICB"
"cg08482215",0.00717651262089137,"LOC389458"
"cg00821310",0.00717605979801355,"ACOT7"
"cg02176678",-0.00717552955687712,"TTLL4"
"cg21043213",-0.00717531489198844,"PF4"
"cg14389122",-0.00717502858009355,"EDC3"
"cg25432738",-0.00717488080546272,"CRYL1"
"cg12462883",0.00717480755123217,"SLC9A10"
"cg12170787",-0.00717398418984693,"SBNO2"
"cg01084827",0.00717367677039958,"USP51"
"cg17172683",0.00717332800377202,"GPR39"
"cg14734614",-0.00717172384998052,"KLK6"
"cg04446326",0.00717108266171708,"PSMA1"
"cg22274522",-0.00716950066423036,"ZNF208"
"cg18575740",-0.00716806179178913,"NBLA00301"
"cg24739935",0.00716693092464261,"SYT1"
"cg11885357",-0.00716399709044708,"ESYT3"
"cg23935522",0.0071637848059156,"ZDHHC17"
"cg25955614",-0.00716364476007877,"KIAA1324L"
"cg16313807",0.00716340669954438,"HSBP1L1"
"cg22954818",0.00716267386387275,"APOBEC3A"
"cg25373614",-0.00716224740440756,"PRB2"
"cg11400325",-0.00716213623346445,"ANKRD36BL1"
"cg00152799",-0.00716205217266147,"TXNL1"
"cg12176783",0.0071615001789323,"TCEA2"
"cg03905795",-0.00716113958866555,"SHANK2"
"cg09746817",0.00716086861787849,"EBF3"
"cg15905666",-0.00716050439845198,"OR4C12"
"cg00676085",0.00715995308660819,"KRT72"
"cg01883195",0.00715974256999701,"DCBLD1"
"cg08762432",-0.00715882401547945,"NEBL"
"cg06477069",0.00715865958371854,"C20orf117"
"cg03619256",0.00715504298897862,"ATXN7L1"
"cg13817287",-0.00715463852360594,"CEP110"
"cg21300993",-0.00715442455751002,"ASB18"
"cg10646080",-0.00715200455286949,"FLJ30058"
"cg10878076",0.00715182021720494,"NDUFB8"
"cg23958524",-0.00715146483524261,"SRGAP3"
"cg02441474",-0.00715140111598274,"ACSF3"
"cg06760830",-0.00715105971228009,"MOBKL2C"
"cg13876960",0.00715079234590218,"PTPRD"
"cg04487479",0.00715045387673792,"COL9A1"
"cg24885723",-0.00714948967064595,"CA6"
"cg07153944",0.00714887758699048,"HDAC6"
"cg18650626",0.00714880736582855,"MAD1L1"
"cg07271580",0.00714870349821249,"FAM198B"
"cg20869257",-0.00714776893458835,"PKP1"
"cg18323236",-0.00714756161796149,"NIPAL3"
"cg13203135",-0.00714658912477278,"C21orf33"
"cg19527617",0.00714532786361102,"PCDHGA4"
"cg01506298",-0.00714389240327573,"FLJ40330"
"cg00741695",0.00714216246106613,"LOC285768"
"cg08084984",0.00714151358941723,"XYLT1"
"cg12213260",-0.00714059884751043,"FMN2"
"cg01511151",-0.00714057432337398,"LOC100240735"
"cg20547015",0.00714017467467814,"PPP1CC"
"cg21598067",-0.00714007651636175,"PSD3"
"cg27308754",-0.00714005614526591,"CLVS2"
"cg00101728",0.00713991982529982,"SERPINB6"
"cg15841665",0.00713982869666395,"C4orf50"
"cg20765441",0.00713954355033405,"SLC17A2"
"cg01868753",0.00713838471565885,"RBM41"
"cg19179572",-0.00713740241246867,"HEXDC"
"cg21350153",-0.0071369189852521,"KCNIP3"
"cg21487856",-0.00713680876902118,"SPTBN1"
"cg10404009",0.00713665744521211,"MAMSTR"
"cg01515515",-0.00713590912141955,"BRDT"
"cg11913137",0.00713551693721068,"LOC100133469"
"cg24927974",0.00713543664250443,"DPY19L1"
"cg18804920",0.00713520298336042,"CNTNAP2"
"cg25504229",0.0071351688409573,"HERC2"
"cg04257105",0.00713513175839435,"GNAS"
"cg22041417",0.00713381600326518,"TPM4"
"cg19572487",0.00713328659884187,"RARA"
"cg26614073",0.00713321579550557,"SCAP"
"cg25457884",0.00713290244828438,"MYT1"
"cg03931619",-0.00713287564639363,"MAGEC1"
"cg17145862",0.00713247669045745,"LPGAT1"
"cg14516704",-0.00713180043336892,"SYF2"
"cg26224354",-0.00713153353068502,"C7orf50"
"cg21557231",0.00713136431185142,"MCF2"
"cg05492387",-0.00713074736647499,"RAP1GDS1"
"cg16599817",0.00713069838655812,"PRKCZ"
"cg25087851",0.00712989665554541,"GPR44"
"cg27505349",0.00712814321437328,"TUBB"
"cg08309747",-0.0071280715091387,"SPON1"
"cg03366884",-0.00712783338426269,"PIK3R5"
"cg19521832",0.00712736758634978,"KCNE1"
"cg12437481",0.00712712423089668,"MRPL28"
"cg03450842",-0.00712674095072812,"ZMIZ1"
"cg11909526",-0.00712663347900159,"AMAC1"
"cg13407335",-0.00712603454585637,"KCNAB3"
"cg13474244",-0.00712576544582141,"DLG2"
"cg00844155",0.00712521271995642,"VAMP1"
"cg21672292",0.00712403247052334,"PLEC1"
"cg24627621",0.00712399172568792,"C6orf132"
"cg26720545",-0.00712391085466571,"MDGA1"
"cg26127778",-0.00712362336809615,"RGMA"
"cg01059385",0.00712336664373585,"WBP2NL"
"cg14571622",0.00712251658666298,"NLRP8"
"cg17812751",0.00712233848393238,"DOK7"
"cg07339236",-0.00712190443957485,"ATP9A"
"cg11518349",-0.00712117490805074,"ZNF695"
"cg27064949",-0.00712090826014065,"DGAT2L6"
"cg04876835",0.00712090225182621,"PRKAA2"
"cg16948369",-0.00712060025072697,"KLHL4"
"cg19170156",-0.00711830375711251,"GPATCH8"
"cg24718722",0.00711828170092512,"FOXI2"
"cg24524379",-0.00711719368410086,"LRRC2"
"cg01234299",-0.00711660274242472,"FTCD"
"cg24633656",-0.00711613804099771,"COL9A3"
"cg21047695",-0.00711606232071214,"NKAIN3"
"cg10234998",-0.00711588114027667,"GABBR1"
"cg07629625",0.00711578138519981,"JAKMIP3"
"cg04407530",-0.00711477338362912,"RIMS2"
"cg04864592",0.00711434695909641,"TLL2"
"cg11287055",-0.00711434610376359,"DSCR3"
"cg16513459",-0.00711408475554365,"KCNAB3"
"cg03310838",-0.00711398165151882,"ZFPM1"
"cg08332658",-0.00711291168702756,"ZNF681"
"cg21090344",0.00711241620733236,"SLC16A11"
"cg02188818",0.00711238787092179,"TBC1D9"
"cg05921207",-0.00711222717823041,"CHRDL1"
"cg07341007",-0.0071121905554722,"MUC4"
"cg02327530",-0.00711218450818007,"C7orf51"
"cg22233843",-0.00711189377920733,"HLA-DQB1"
"cg06604030",-0.00711179316706126,"LOC401127"
"cg07196035",-0.00711176253426295,"HERPUD2"
"cg05115679",-0.00711169277694899,"GABBR1"
"cg03354772",0.00711110639682335,"C10orf93"
"cg08679013",0.00711044806414892,"KLF1"
