"ProbeID","beta_auto","UCSC_RefGene_Names"
"cg16531386",0.000570312256198121,"ODZ2"
"cg04254540",0.000570107085335997,"KIAA0174"
"cg11555067",-0.000570067065894496,"INPP4A"
"cg00543073",-0.000569872341873744,"BCL11A"
"cg24653728",0.00056963943374966,"OR8B4"
"cg03189075",0.000569424579506508,"TRIM10"
"cg20385229",0.000569351061769572,"ALKBH1"
"cg00732656",0.000569286384510533,"SIAH2"
"cg01339004",0.000568834106052881,"SMAD6"
"cg04029168",-0.00056879727504964,"PRKCB"
"cg00161955",0.000568030362024035,"SLC10A5"
"cg18192252",0.000567990658869818,"STL"
"cg15772366",0.000567873215640773,"TRAF3IP2"
"cg13736585",-0.000567683567184107,"MRPS24"
"cg13868855",-0.000567491348720788,"C3orf21"
"cg10731951",-0.000567472121960063,"PTPRN2"
"cg03716852",-0.000567432714141562,"TRPM4"
"cg27041424",0.000567131893221699,"VWF"
"cg19769080",-0.000567083866022785,"PPM1B"
"cg04813159",-0.000567037548532887,"AATK"
"cg03480346",0.000566610529324774,"MFSD2B"
"cg17977556",0.000566464129566488,"GLCE"
"cg26523005",-0.000566459078745994,"ZNF662"
"cg11337915",0.000566335090233721,"HMGN1"
"cg14134703",-0.000566293900728062,"BRD9"
"cg05914442",0.000565977910223777,"TSPAN3"
"cg05517711",0.00056588676707812,"ST6GALNAC6"
"cg26877720",0.000565745722442562,"FAM107B"
"cg07047963",0.000565429656900162,"HCRTR1"
"cg05198819",0.000565357059417821,"RAD50"
"cg08393937",0.000565296376620115,"ARSB"
"cg10866199",-0.000565088936104367,"EPB41L4A"
"cg26468696",-0.000564845328753605,"PCDH12"
"cg00046744",-0.000564822305715841,"LRP6"
"cg25567938",0.000564379175384199,"CFLAR"
"cg19255191",-0.000564138973518494,"COX5B"
"cg08994060",-0.000564110033664546,"PFKFB3"
"cg19300307",0.000562883949134681,"STK24"
"cg17759095",0.000562755014438902,"DST"
"cg20434300",0.000562676943682352,"ETS2"
"cg09700512",-0.000562587712971015,"OR9A4"
"cg23850212",0.000562453716308677,"ZFP28"
"cg08679808",-0.000562295046013084,"LOC92659"
"cg18127410",-0.000562105097443248,"SCUBE2"
"cg08285151",0.000561828243801579,"HDAC9"
"cg21777553",-0.000561699030619427,"KLF7"
"cg11903133",0.00056150881891305,"ZFP64"
"cg22572258",-0.000561341421272788,"KCND2"
"cg09469355",-0.000561165057657477,"SKI"
"cg01137471",0.000561080502427399,"DMRT1"
"cg18666249",0.000561047519946356,"FOXN3"
"cg18033416",0.000560971442651781,"RHBDL3"
"cg16504696",-0.00056070818039793,"THEMIS"
"cg06980460",-0.000560690299964954,"FOLH1"
"cg08756008",-0.000560682330263342,"BAG3"
"cg16533146",0.000560592829771891,"MRPS35"
"cg24851651",-0.000560577558582731,"CCS"
"cg03981596",-0.000560532110957764,"OTOA"
"cg03099208",0.00056051322465627,"NXPH1"
"cg14660676",-0.000560449683279496,"SQLE"
"cg18133875",0.000560210735082429,"MGAT4B"
"cg11398517",0.000559859142456954,"GTSF1L"
"cg13486641",-0.00055984651717556,"NINL"
"cg15022400",0.000559621982239665,"TRIM69"
"cg24605404",0.000559585755954203,"FLJ12825"
"cg08134671",-0.000559525442951459,"GNG7"
"cg14666113",0.000559287129716148,"GATA4"
"cg05114334",0.000559218317113584,"TPST1"
"cg25025646",0.000559203343841751,"NOS3"
"cg20667143",-0.000559076661390766,"FLJ22536"
"cg26307105",-0.0005588838880478,"FCHO1"
"cg02149241",-0.000558788072254855,"CXADR"
"cg25323057",0.000558610457125368,"C10orf116"
"cg17426084",0.000558151742054494,"ASCL2"
"cg25050565",0.000558066971219598,"NRG1"
"cg27288968",0.000558011429081971,"C21orf66"
"cg22965943",0.000558011130858146,"OCLN"
"cg15458322",-0.000558000390029666,"COL5A3"
"cg08265548",0.000557961319741514,"PHOX2A"
"cg09769647",-0.000557578496386902,"HK2"
"cg04938738",0.000557506773024218,"HCCA2"
"cg15289466",0.000557236797639774,"UBE2D3"
"cg07026107",0.000557226251956002,"TEC"
"cg24699895",0.000557225150846339,"HK1"
"cg01447828",-0.000556988995132831,"PRX"
"cg11275630",-0.000556901980635193,"SLC8A2"
"cg07471203",-0.000556866318485638,"TM7SF2"
"cg25418001",0.00055676460985147,"GNAI1"
"cg14105680",0.000556742229559674,"IL1F7"
"cg19179572",-0.000556482546299946,"HEXDC"
"cg07562926",0.000556214212060617,"SLCO2A1"
"cg12309348",0.000556095685881054,"C17orf102"
"cg06685437",-0.00055593695166341,"RAI1"
"cg17126348",-0.000555796886964513,"ADAM18"
"cg12432006",-0.000555615256438221,"COG1"
"cg00950718",0.000555492763649136,"CCDC19"
"cg14855877",0.000555477155771698,"ELAC2"
"cg12532667",0.000555454585192089,"EMCN"
"cg12980201",-0.00055545333593872,"ROBO3"
"cg03772063",-0.000554990588162881,"HPGD"
"cg20511815",-0.00055491978988787,"MIR589"
"cg05030172",-0.000554650723910677,"MOBKL2A"
"cg17288256",0.000554415548079566,"MGC16384"
"cg22274234",-0.000554101598715182,"KCTD10"
"cg14847134",0.000554072923428131,"SEMA4A"
"cg23605175",0.000553608001702146,"MIB2"
"cg02336163",-0.000553575750751505,"HARS"
"cg10163955",-0.000553205165066822,"GATA3"
"cg26224473",-0.000553077979561792,"PER4"
"cg19636672",0.000552805681439981,"GLS2"
"cg12793711",-0.000552787987365075,"ACTG1"
"cg03461399",0.000552717703316057,"DCK"
"cg26707001",0.000552651186286449,"TMPRSS13"
"cg26262157",-0.00055226183795148,"PFKFB3"
"cg03951374",0.000552143438134479,"MEIS2"
"cg18228116",-0.000552043363616467,"JAKMIP3"
"cg01680823",0.000551880170568591,"TCAP"
"cg08642068",-0.000551789408695066,"SPAG4L"
"cg09258315",0.000551694203701552,"KCNQ2"
"cg01363734",-0.000551597681115075,"TESC"
"cg03797115",-0.000551492561862399,"CASP6"
"cg03458162",0.000551428413623295,"FTSJD2"
"cg16691087",0.000551061536001844,"C20orf26"
"cg03021802",0.000551004067296306,"EPB49"
"cg24599249",0.000550882799199515,"FZD1"
"cg05460965",0.000550791952950871,"CDKN1A"
"cg07714266",-0.000550673241137761,"JAZF1"
"cg02399788",0.000550671856173764,"C16orf45"
"cg18147543",0.000550548670945904,"ZBTB17"
"cg26764244",-0.000550522008958544,"GNG12"
"cg08572513",0.000550499873839246,"KIRREL3"
"cg00125544",0.000550458449605035,"AGAP1"
"cg02393380",-0.000550335686034708,"SDCBP2"
"cg04012857",0.000550267670058964,"TRIM31"
"cg12219307",0.000549512769875638,"C1QTNF7"
"cg03261948",0.000549294024561022,"TRIM15"
"cg21775570",-0.000548961297244276,"SKI"
"cg21207694",0.000548558299441536,"SHC4"
"cg09814151",-0.00054855797295733,"TSC22D1"
"cg14695240",0.00054799453975738,"FLJ32810"
"cg23038277",0.000547795896375671,"ITPKB"
"cg05126095",0.000547795741459136,"AQP2"
"cg14167964",-0.000547703812832821,"SLC12A1"
"cg12764441",-0.000547671849366538,"RERE"
"cg26389330",-0.000547510131649929,"SPARC"
"cg13763181",0.000547208469785547,"HK1"
"cg14910524",-0.000547107109085217,"LTA"
"cg01476179",0.000546988992723176,"RNF126"
"cg19148519",-0.000546489301516221,"RHOBTB2"
"cg18162767",0.000546451761470277,"TBC1D4"
"cg09305161",0.00054640853079746,"PRDM1"
"cg00148862",0.000546399121272474,"SNTG2"
"cg26329618",0.000546076952697846,"RANBP3L"
"cg24877675",-0.000546049619349543,"JAKMIP3"
"cg00956987",-0.00054567315660885,"BIRC6"
"cg05955036",-0.000545618238662728,"PLEKHO1"
"cg14415559",-0.000545519423351794,"PFDN4"
"cg18551353",0.000545334598202879,"BCAS4"
"cg22987188",0.000545199255653255,"NFKBIZ"
"cg06154903",0.000544993641539845,"EHD1"
"cg13875506",-0.000544974753811621,"PLEKHA7"
"cg11609571",0.000544949810133679,"PRELID2"
"cg18194738",-0.000544947181993697,"RGS12"
"cg04305653",0.000544849966155215,"TBC1D22A"
"cg00112260",0.000544797310332593,"PEF1"
"cg10866623",0.000544773815654631,"TTLL6"
"cg24465943",-0.00054474960973709,"FCER1G"
"cg26303281",0.000544501770496301,"S100A5"
"cg16237191",0.000544413974999945,"OR6C4"
"cg18733798",-0.000544209903718587,"CDC42BPB"
"cg10805645",-0.00054412435121874,"RNASE11"
"cg20836212",0.00054397292506489,"VKORC1L1"
"cg07746943",0.000543872128072071,"CHL1"
"cg15822394",-0.000543813262959303,"FCHO1"
"cg01472181",0.000543582599782778,"NPAS1"
"cg02473287",0.00054350557519285,"YWHAQ"
"cg03316098",-0.000542694908000578,"GABBR1"
"cg11791770",0.000542666406421346,"PHRF1"
"cg17820039",0.000542654191499093,"KIAA1199"
"cg09704415",0.000542622495989684,"SPATA6"
"cg00376553",-0.0005425722255038,"TSC22D4"
"cg04605617",-0.000542262206835809,"PLA2G2C"
"cg13844922",-0.000542226806735049,"GPX2"
"cg14499678",-0.000542130764224368,"TRIP13"
"cg02161292",-0.000541999738788789,"PCDHGA4"
"cg16273009",-0.000541737162522305,"ASCL4"
"cg16547186",0.000541534213591964,"DOK4"
"cg25432738",-0.000541440646657537,"CRYL1"
"cg19240637",-0.000541189826255936,"RNF144A"
"cg12789259",-0.000541174280188114,"LRBA"
"cg20153322",0.000540647247616726,"PXN"
"cg21684318",-0.000540462869293072,"ATL2"
"cg02324920",0.000539924678837015,"NEURL"
"cg17808882",0.000539723034909181,"FGF20"
"cg22286382",-0.000539318591848168,"SLC17A3"
"cg24371425",0.000539272210175288,"PTCHD2"
"cg24040346",0.000539186475623411,"PRDM1"
"cg21219903",-0.000539167226742852,"HYI"
"cg00414077",0.00053894514327523,"C20orf118"
"cg13904214",-0.00053893060278049,"RBM33"
"cg00109300",-0.00053890176467215,"HIVEP2"
"cg03145274",0.000538796385757668,"SLC45A1"
"cg13672300",0.000538596779475683,"ZNF528"
"cg14181940",-0.000538491031223606,"CD300A"
"cg09160589",-0.00053842269643063,"LITAF"
"cg25421917",0.000537977368910837,"SHQ1"
"cg17778556",0.000537782442277344,"WDFY1"
"cg01218431",0.000537775657022948,"EEF1DP3"
"cg18124162",0.000537741408231401,"MYO16"
"cg12921411",0.000537364651990617,"SYNPO"
"cg17478228",0.000537197265615395,"ELAVL3"
"cg14224203",-0.000537157272814829,"C9orf86"
"cg10787981",0.000536675256919496,"INSC"
"cg18016128",0.000536635594900412,"C17orf76"
"cg01189072",0.000536569790783542,"CDK11B"
"cg05226125",0.000536410122354114,"LOC339524"
"cg20954219",0.000535854662297831,"ALK"
"cg00395579",0.000535822331749424,"RRM2B"
"cg07964219",0.000535769357020979,"COL18A1"
"cg09247392",0.000535683525645248,"ASB2"
"cg14475840",0.000535362051417014,"C9orf30"
"cg08030082",0.000535113867151014,"POMC"
"cg00178661",-0.000535034476687946,"IGSF3"
"cg02384859",-0.000535029710629703,"ARID3B"
"cg19668951",-0.000534971229562805,"SLC39A13"
"cg18778097",0.000534806779328285,"NLRP7"
"cg08225551",0.000534685152766416,"KRT33A"
"cg21936179",0.000534599575280811,"LGTN"
"cg10893908",0.000534375164495976,"LRP5"
"cg27081230",0.000534199287447477,"SNX20"
"cg11277768",0.000534180838067627,"TAS2R5"
"cg02073465",0.000534000791582849,"GCNT3"
"cg07505433",-0.000533448538256831,"KDM4B"
"cg20435387",0.00053329260589546,"LOC285740"
"cg14054928",-0.000533185488622435,"CA10"
"cg21276413",0.000532955034208018,"GABRA5"
"cg20381115",0.000532863493900916,"LOC145663"
"cg26352161",0.000532803507338933,"PTK7"
"cg02054108",-0.000532660505562876,"USP34"
"cg03439237",0.000532540449090092,"CAMKK1"
"cg15976539",0.000532158621397138,"C18orf16"
"cg03312427",0.000531988116945081,"C1orf95"
"cg14516183",-0.000531920003422821,"SEC22A"
"cg12614630",-0.000531410755313538,"GPR182"
"cg03434624",0.000531403649971572,"VPS37B"
"cg04699519",-0.000531244920611696,"ATXN1"
"cg00039176",0.000531205536543948,"PCDHGA4"
"cg03371669",-0.000531102479806572,"HOXD12"
"cg03339077",-0.000530991861689011,"C11orf49"
"cg05899103",0.000530903483030846,"LOC390595"
"cg12070911",0.000530796972685803,"RAET1E"
"cg04679902",0.000530480867140754,"TBX1"
"cg07494499",-0.000530407182293333,"NXN"
"cg27428551",-0.00053039828341176,"TMEM120B"
"cg11865601",0.000530227279933707,"GPLD1"
"cg10481072",-0.000530031162354815,"CDK6"
"cg02423064",-0.000529781270641274,"ACCN1"
"cg03100906",0.000529681477335554,"COTL1"
"cg23409374",0.000529627914540423,"SLC17A7"
"cg02243303",0.000529623684731831,"MCM3"
"cg07226964",0.000529579164198522,"PPARGC1B"
"cg07275439",-0.000529480399068961,"FAM100A"
"cg23894205",-0.000529079415429631,"C12orf69"
"cg03815147",0.00052875412222202,"PGAP3"
"cg19893032",-0.000528743262424584,"ANO6"
"cg12580783",0.000528489461636089,"WNT10B"
"cg02289754",0.000528389753785224,"MKNK1"
"cg21686213",-0.000528382235044433,"IFITM1"
"cg21594646",-0.000528373721337335,"PIGB"
"cg03340754",0.000528179157922875,"PCDHB4"
"cg18513344",-0.000528124700492165,"MUC4"
"cg20786280",-0.000528010370095073,"PURG"
"cg17098965",0.000527917790266355,"ZNF217"
"cg06630737",-0.000527569225703591,"MAD2L2"
"cg09631415",0.000527451793768162,"CDH11"
"cg10316291",-0.000527446344603573,"A2BP1"
"cg09562539",-0.000527275944907798,"EPB49"
"cg08531623",0.000527035944658337,"LMF1"
"cg05541640",0.000527029266296834,"ABHD14B"
"cg18792022",0.000527026576353985,"FBXO2"
"cg07107453",0.000526677045472367,"IFI44"
"cg01843768",0.000526434223880804,"MAD1L1"
"cg15095917",0.000526285778603438,"CD68"
"cg05057976",-0.000526186714198302,"CST6"
"cg08554603",0.000525995131335095,"C7orf58"
"cg16609342",0.000525951521935035,"FAM19A5"
"cg16553272",0.000525923361662364,"SLC44A4"
"cg05933901",0.000525878390975532,"HBQ1"
"cg14719352",0.000525717767674903,"FGF21"
"cg12317815",0.000525708186385842,"ASPA"
"cg13409575",0.000525697736848778,"OTX1"
"cg09567511",-0.000525506317542991,"JAKMIP1"
"cg18785140",0.000525478797991993,"HLA-DQA2"
"cg10610428",0.000525340445996608,"ANO2"
"cg26709300",-0.000525175871988863,"YPEL3"
"cg27134322",-0.000524806648052219,"ARHGEF10"
"cg21034676",0.000524607031981963,"TGFBI"
"cg27426436",-0.000524587243475604,"KLHL26"
"cg03073361",-0.000524525047401902,"VARS"
"cg07474051",0.000524517754133198,"COQ5"
"cg10237817",0.000524515572425572,"TDRD10"
"cg00909514",0.000524500869258449,"C1orf106"
"cg22325294",0.00052398175489614,"RNF39"
"cg06004564",-0.000523760166379043,"MORN2"
"cg23617121",-0.000523688311527295,"OSBPL5"
"cg03036214",-0.000523569138980406,"CA12"
"cg20638683",0.000523482935153233,"CLIC5"
"cg09259409",-0.000523336863987569,"OR2W5"
"cg17371020",0.000523279897463802,"TRIM2"
"cg03782043",0.000522951061669243,"RNF39"
"cg14029001",0.000522644589509743,"CCND3"
"cg19961766",-0.000522587494823117,"KLF13"
"cg06704122",0.000522482237489161,"EN1"
"cg24960291",-0.000522378997228659,"IGF2BP2"
"cg01755342",0.000521910962772977,"CALML6"
"cg07604732",0.000521903147848194,"LOC728276"
"cg02841912",0.000521855727624265,"SYNE1"
"cg00605777",-0.000521851058268742,"SEMA4C"
"cg15844711",0.000521677799721602,"PATL1"
"cg17677402",0.000521587033580381,"INCENP"
"cg14703224",-0.000521023175305058,"SST"
"cg13770461",0.000520337996444276,"PHF21A"
"cg27298526",-0.000520256787958209,"TERT"
"cg07932199",-0.000520096529505704,"ATXN2"
"cg07679219",-0.000519949429496029,"E2F7"
"cg08624915",0.000519941092830274,"AHSP"
"cg20784207",0.000519857147009231,"ARHGAP24"
"cg05740254",-0.000519810400082273,"KLKB1"
"cg08427977",0.000519675272594122,"C10orf72"
"cg04764907",0.000519641080417542,"CTBP2"
"cg25513379",0.000519579793067985,"DOCK2"
"cg27284034",0.000519507339226512,"CTRB1"
"cg06251348",0.000519435526697033,"ODZ4"
"cg01505111",0.000519430131995131,"HDDC2"
"cg09936799",-0.000519414073976394,"PCDHA6"
"cg25516853",-0.000519344935851383,"BAT2"
"cg02956499",-0.000519147339360984,"TET3"
"cg10103373",0.000518226328137268,"OTOS"
"cg10166277",0.000518155456960255,"MLL5"
"cg01127412",0.000518135120608849,"XIRP1"
"cg19694519",-0.000517956770726854,"PPP3CC"
"cg07258627",0.000517948994997864,"PRNT"
"cg04436469",-0.000517793390405812,"NKX6-2"
"cg04241075",0.000517724627716388,"NSUN4"
"cg07218344",-0.000517708935007333,"TRIM13"
"cg24295890",-0.000517689499238907,"PTPRG"
"cg26507422",0.000517443078496438,"CBFA2T3"
"cg09585333",-0.000517285880470763,"FAM89B"
"cg21045547",0.000517219297884873,"C20orf117"
"cg07598522",-0.000517199519039989,"TRMT1"
"cg00232265",0.00051717221886116,"NDUFS6"
"cg05474726",-0.000516879922905578,"MIR124-2"
"cg21140028",0.000516814012892305,"PLEKHA5"
"cg22674798",0.000516606210953236,"PRDM16"
"cg03610000",-0.000516521847295463,"ETS1"
"cg02167986",0.000516407227592662,"RDH12"
"cg03077077",0.000516323763484875,"TMEM155"
"cg27347265",-0.000516178635353172,"EBF1"
"cg05337387",0.000515995991328568,"ST7"
"cg10983056",-0.000515826936610499,"ATP11A"
"cg22587758",0.000515807382897958,"SAA4"
"cg14410137",0.000515795855173686,"FAM120A"
"cg23152772",-0.000515681515117626,"FIBCD1"
"cg22991506",-0.000515608710478283,"C14orf182"
"cg02607130",-0.000515389201318145,"GRIN3B"
"cg25424525",0.000515288303077614,"OTUD4"
"cg06188083",0.00051518762433039,"IFIT3"
"cg01067010",0.000514944261789176,"NTM"
"cg15652014",-0.000514857153934858,"RALGPS2"
"cg08454824",-0.000514767422002329,"ERICH1"
"cg23548163",-0.00051455064928699,"HIF3A"
"cg06364293",-0.000514522366135316,"NSMCE1"
"cg23670794",0.000514393750284316,"ZBED2"
"cg07403350",-0.000514338050497979,"LIG4"
"cg12223004",-0.000514318748311501,"CACNA2D3"
"cg08776660",0.000513950130572546,"CRAMP1L"
"cg09689895",0.000513718760607152,"SPP2"
"cg23967461",-0.000513291494845878,"ACVR1"
"cg02144258",0.000513096797091241,"ACCN4"
"cg10374564",0.000513069584365472,"FRYL"
"cg14289985",-0.000513051719584022,"ZNF471"
"cg08520702",0.000512898713510949,"DENND3"
"cg03062252",-0.000512801529828914,"MDGA1"
"cg27181183",0.000512776643793332,"PKD1L1"
"cg03492747",-0.000512745792658177,"FOXF1"
"cg17336584",0.000512454606912432,"PHACTR1"
"cg26781466",-0.00051239606989477,"GCNT2"
"cg24188163",0.000512192620890089,"IDO1"
"cg23618440",0.000512190217638627,"C6orf138"
"cg23037469",0.000512026191145475,"DCAF5"
"cg16446585",-0.000511966283029007,"MFI2"
"cg19747271",0.000511914723107921,"SCAND3"
"cg00200469",-0.000511820696941349,"NDUFB6"
"cg01123946",-0.000511733923902529,"ACSF3"
"cg12968598",-0.000511639502331378,"CD2AP"
"cg05377733",0.000511380205203047,"ITGA11"
"cg04483936",0.000511211679220907,"CGNL1"
"cg19525717",0.000511050416608354,"PKIG"
"cg15230622",-0.000510921195814502,"PSPN"
"cg17938612",-0.00051081179027937,"MSX1"
"cg17374802",0.000510660204264085,"EPX"
"cg13569700",-0.000510641141922779,"DEAF1"
"cg00732775",0.000510530789370701,"EGR3"
"cg12580580",0.000510509103145914,"CCDC109A"
"cg18534312",-0.000510451530922739,"KCNK9"
"cg18889144",-0.000510431871113082,"GPBP1L1"
"cg04777024",-0.000510036990267581,"MLH1"
"cg19543968",0.000509759843389923,"DNAL4"
"cg07416733",0.000509692690731047,"RHOD"
"cg15751131",0.000509681960567363,"SLC37A3"
"cg22032626",-0.00050938347522246,"NCKAP5L"
"cg10493855",0.000509231002303177,"TTC7B"
"cg02317375",0.000509219163151223,"GPHN"
"cg04211175",0.000508972033802907,"LYPD6B"
"cg22488278",-0.000508863261415349,"ZFYVE28"
"cg13784312",0.000508861012919223,"RAPGEF1"
"cg11127915",0.000508793643093796,"NFIX"
"cg19712659",0.000508697746022826,"SNHG12"
"cg13724550",0.000508634437466461,"FGF1"
"cg22524346",0.000508534748688832,"TPST1"
"cg22499874",0.000508498010244017,"TXLNA"
"cg13044052",0.000508437641898806,"TRIM40"
"cg19988316",-0.000508216313642695,"LDLRAD3"
"cg18755783",0.000508139270436913,"SPG20"
"cg02919799",0.000508071246445694,"DLX3"
"cg06739107",-0.000507894658642524,"LPP"
"cg08493581",0.000507835507472391,"TCF7L1"
"cg25124030",0.000507493004490081,"MRPL48"
"cg26430059",-0.000507350221563395,"FOXN3"
"cg00493422",0.000507245249061761,"HOPX"
"cg15006772",-0.00050715027940514,"PCDHA1"
"cg17410313",0.000506991593650159,"NUB1"
"cg13973436",0.000506916260157419,"ZDHHC1"
"cg00970752",0.000506801708638061,"FHAD1"
"cg19784428",-0.000506565501961352,"NWD1"
"cg04011247",0.000506502591747543,"BCAT1"
"cg02134705",0.00050633696118183,"WWTR1"
"cg24690588",0.000506226530933173,"C1orf168"
"cg13986130",0.000506187173064645,"PTGS2"
"cg14729980",0.000506075393990524,"SIGLEC15"
"cg02555727",-0.00050605537410028,"SLC15A4"
"cg17760412",-0.000505680024304018,"MYL2"
"cg03753331",0.000505657562148565,"DPP10"
"cg01341487",0.000505609190930687,"BIK"
"cg00700039",0.000505605316006495,"SMCHD1"
"cg23652725",-0.000505565152727307,"POLN"
"cg25740565",-0.000505410496336721,"FLJ32063"
"cg17640485",-0.000505409161395748,"TNK2"
"cg19530972",0.000505337930327129,"BAZ1A"
"cg26389381",-0.000505318794261732,"SCEL"
"cg10061361",0.000505282037341843,"TNIP3"
"cg17781958",0.000505090726434536,"BAHCC1"
"cg26624105",0.000505084946664219,"RAB11FIP4"
"cg01687189",0.000505055314481888,"GNPTAB"
"cg13803234",0.000505036001909861,"RAD51L1"
"cg23985641",0.000504968740854053,"FAM50B"
"cg26499286",0.000504952439140741,"KRTAP17-1"
"cg06570358",0.000504922839467526,"ARHGAP10"
"cg10182348",0.000504904945417909,"C6orf136"
"cg13666648",0.000504888594585574,"ZBTB20"
"cg01109227",0.000504741998123728,"TULP1"
"cg17826679",-0.000504404682889808,"SLC44A2"
"cg25854298",0.000504240356511687,"ASCC1"
"cg12170649",-0.000504192210235507,"APPL2"
"cg03490839",0.000504129083256398,"ZFHX3"
"cg04982781",0.000504127146053773,"RPL3"
"cg00043095",0.000503967019106769,"SGPP2"
"cg25337965",0.000503862451135432,"CYTSB"
"cg15035133",-0.000503777438292517,"CDC42EP1"
"cg14718848",0.0005036172664864,"ETS1"
"cg05547260",0.000503233865586011,"RSPH9"
"cg09277376",-0.000503157827750859,"MGC12982"
"cg25798479",0.000502846465448356,"POLR2H"
"cg04959572",0.000502680583084692,"MN1"
"cg21005240",0.000502578666978707,"KIAA0528"
"cg07969918",-0.000502497144047068,"PIK3IP1"
"cg04630292",0.000502182152181721,"PRRT1"
"cg18209470",-0.000502167007856114,"CAV1"
"cg19859698",0.000501931618622548,"PRKCH"
"cg22980150",-0.000501868197573846,"ECE2"
"cg01550799",0.000501793429373378,"MDFIC"
"cg08625239",-0.000501725353849158,"SLFN5"
"cg14399122",0.000501552120887677,"COL5A1"
"cg25491122",-0.000501391643445389,"PCDH9"
"cg10065736",0.000500996094666243,"FBXW8"
"cg09250473",-0.000500795579314143,"IRF3"
"cg14900814",0.000500659516031039,"LGI2"
"cg07565956",-0.000500137206606473,"ZBTB4"
"cg04283938",-0.000500081221118939,"SEPT3"
"cg25388451",-0.000499945039511359,"DOCK4"
"cg08457514",-0.000499728348824615,"NFIA"
"cg05409945",0.000499652792968769,"LOC283404"
"cg22480875",-0.000499552611145517,"E2F7"
"cg06125576",-0.000499372325483738,"SPRY2"
"cg00367281",0.000499246060686182,"CHRNB3"
"cg16533767",0.000499063281694797,"KLHL29"
"cg07011025",-0.000499030387826396,"ARV1"
"cg02341119",0.000499008182416231,"MGAT5B"
"cg12017722",-0.000498991522590919,"ISG20"
"cg00691729",-0.000498871967954905,"USP32"
"cg18406570",-0.000498870344350194,"DLG2"
"cg08763351",0.000498867845743141,"SPRR4"
"cg01883195",0.000498777280950389,"DCBLD1"
"cg03731588",-0.000498642669338457,"KIAA1486"
"cg02401978",-0.000498635810147722,"ZNF746"
"cg13849525",-0.000498582602655138,"NANOS2"
"cg15232971",-0.000498522688110628,"CCDC6"
"cg00630991",0.000498519681938287,"BCL2L14"
"cg23728359",0.000498457460582681,"CYTH3"
"cg01424562",-0.000498398764169283,"ZFP36L1"
"cg06086933",0.000498380356995267,"AGL"
"cg10329694",0.000498296450805949,"P2RX5"
"cg22498676",-0.000498204814690307,"LOC440926"
"cg14110920",-0.000498193829357415,"ZNF740"
"cg12486521",-0.000498139362199015,"BCL2L15"
"cg01477379",-0.000498126147126082,"PRKCA"
"cg17201227",-0.000497990278911355,"STX7"
"cg27142924",0.000497968003574309,"CCNA1"
"cg13622265",0.000497255533550926,"TTLL11"
"cg22282672",-0.000497174700851246,"ZNF474"
"cg11445109",0.000497153568339004,"CYP2E1"
"cg24455365",-0.00049710840941405,"PINK1"
"cg09372617",-0.000497028514738975,"NEK7"
"cg04370860",-0.000497013345901117,"UBE2E1"
"cg15193461",-0.00049699240456678,"CCDC103"
"cg04680738",0.000496746288021585,"LILRB4"
"cg09960109",0.000496723123201066,"PCDH10"
"cg16745596",0.000496688768602135,"SYCN"
"cg03761746",0.000496576684135341,"HIST1H1D"
"cg24192482",0.000496498313074756,"ZNF530"
"cg27025137",-0.000496485934601161,"SLC39A11"
"cg13774019",0.000496442456048133,"PAX5"
"cg17357561",-0.000496337751950302,"PTBP1"
"cg24301724",-0.000496250102248152,"GPR133"
"cg02714303",-0.000496225240403017,"LMO7"
"cg12710531",0.000496202074442134,"CTSC"
"cg12074090",0.000495954101914906,"ANGPT2"
"cg24759064",-0.000495882404023851,"BBS10"
"cg26103369",0.000495881188887874,"KIAA0317"
"cg12258811",0.000495637063108719,"PER3"
"cg00957698",-0.000495623951972998,"C4orf31"
"cg16431978",0.00049557955687674,"KRTAP13-3"
"cg01785906",0.000495521474425256,"TNXB"
"cg08893853",0.000495353307038742,"C1orf230"
"cg05184016",0.000495207702635859,"ZNF862"
"cg00052385",-0.000495091200186593,"ST3GAL1"
"cg03625911",0.000495050990718426,"CHI3L1"
"cg16646597",0.000494981754822171,"CDC14A"
"cg22362148",-0.000494682467190525,"B3GNTL1"
"cg26286901",-0.000494460168397175,"PEBP4"
"cg01910727",0.000494439430309078,"ITPKB"
"cg05703659",0.000494385000986036,"NCAPG2"
"cg14294658",0.000494118288757917,"SERGEF"
"cg15450966",0.000494116291207804,"DOK7"
"cg12753125",-0.00049403032034912,"RBM28"
"cg10724086",0.000493914672769941,"FOXA1"
"cg22078805",0.000493590552535738,"FAM171A2"
"cg07703530",0.00049347822165225,"ZBTB10"
"cg03435735",-0.000493356138926936,"SMYD3"
"cg15774137",-0.000493314945504894,"IRF2"
"cg09012001",-0.000493125306615875,"IFFO2"
"cg01554963",0.00049298539804451,"NXN"
"cg03509193",0.000492965842876201,"BARX2"
"cg26249135",0.000492924829559364,"TNXB"
"cg14168009",-0.000492895502818648,"CARD11"
"cg21567022",0.000492709105902433,"CCDC67"
"cg21629895",0.000492648882999392,"DNMT3A"
"cg16770368",0.000492366122455788,"DCHS1"
"cg06804210",0.00049206726107254,"CD8A"
"cg02716826",-0.000491946386723251,"SUGT1P1"
"cg14069412",0.000491899909969495,"TXNDC15"
"cg01378456",0.000491714454586003,"GUCY2G"
"cg17128947",0.000491609318923692,"CPLX1"
"cg10550166",0.000491549388112996,"SLC12A6"
